id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk,lanes_speed,curvature_speed,lanes_curvature,high_speed,high_curvature,few_lanes,no_signs,holiday_risk,speed_category,curvature_category
142106,highway,4,0.03,70,daylight,clear,False,True,morning,True,True,0,0.23,280,2.1,0.12,1,0,0,1,1,high,low
332177,rural,2,0.31,45,daylight,clear,True,True,evening,True,True,2,0.15,90,13.95,0.62,0,0,1,0,1,medium,medium
90496,highway,1,0.54,60,dim,rainy,False,True,morning,False,True,3,0.64,60,32.400000000000006,0.54,1,1,1,1,0,medium,medium
331326,rural,3,0.21,25,daylight,clear,False,False,morning,True,True,1,0.07,75,5.25,0.63,0,0,0,1,1,low,low
324457,highway,2,0.11,35,dim,clear,False,True,evening,False,False,2,0.02,70,3.85,0.22,0,0,1,1,0,low,low
430943,highway,3,0.66,35,night,rainy,True,False,evening,True,False,2,0.51,105,23.1,1.98,0,1,0,0,1,low,high
438749,rural,2,0.58,60,daylight,foggy,True,True,morning,False,True,1,0.58,120,34.8,1.16,1,1,1,0,0,medium,medium
467527,rural,4,0.48,70,dim,foggy,True,False,evening,True,True,1,0.48,280,33.6,1.92,1,0,0,0,1,high,medium
193322,rural,2,0.66,70,dim,foggy,False,False,evening,False,True,1,0.46,140,46.2,1.32,1,1,1,1,0,high,high
226683,urban,1,0.33,25,night,clear,False,False,afternoon,True,True,1,0.28,25,8.25,0.33,0,0,1,1,1,low,medium
428340,rural,1,0.75,60,night,foggy,True,True,afternoon,False,True,3,0.81,60,45.0,0.75,1,1,1,0,0,medium,high
311244,highway,1,0.74,25,dim,foggy,True,False,morning,True,True,0,0.26,25,18.5,0.74,0,1,1,0,1,low,high
74219,highway,2,0.14,45,dim,clear,False,True,afternoon,False,True,2,0.19,90,6.300000000000001,0.28,0,0,1,1,0,medium,low
14773,urban,2,0.57,45,dim,foggy,False,True,morning,False,False,1,0.25,90,25.65,1.14,0,1,1,1,0,medium,medium
232538,highway,2,0.34,45,night,foggy,True,True,evening,False,False,0,0.43,90,15.3,0.68,0,0,1,0,0,medium,medium
487018,urban,3,0.38,70,daylight,rainy,False,False,afternoon,False,True,1,0.32,210,26.6,1.1400000000000001,1,0,0,1,0,high,medium
446352,urban,4,0.87,70,daylight,clear,False,False,afternoon,True,False,1,0.45,280,60.9,3.48,1,1,0,1,1,high,high
407693,highway,3,0.81,25,night,clear,True,False,evening,True,True,1,0.53,75,20.25,2.43,0,1,0,0,1,low,high
220526,rural,1,0.39,25,daylight,rainy,True,True,evening,True,True,0,0.19,25,9.75,0.39,0,0,1,0,1,low,medium
406872,highway,2,0.49,70,daylight,rainy,True,False,evening,False,True,2,0.43,140,34.3,0.98,1,0,1,0,0,high,medium
46468,rural,2,0.89,25,daylight,foggy,True,True,evening,True,True,1,0.32,50,22.25,1.78,0,1,1,0,1,low,high
4211,highway,3,0.43,45,dim,foggy,True,True,evening,True,True,0,0.22,135,19.35,1.29,0,0,0,0,1,medium,medium
104532,urban,2,0.62,60,night,clear,False,False,afternoon,True,True,1,0.47,120,37.2,1.24,1,1,1,1,1,medium,high
239335,highway,3,0.24,60,dim,foggy,False,False,morning,True,True,1,0.32,180,14.399999999999999,0.72,1,0,0,1,1,medium,low
48269,urban,3,0.54,60,dim,foggy,True,True,afternoon,True,False,3,0.56,180,32.400000000000006,1.62,1,1,0,0,1,medium,medium
402955,highway,2,0.19,70,daylight,clear,True,True,afternoon,False,True,2,0.24,140,13.3,0.38,1,0,1,0,0,high,low
105399,rural,4,0.34,45,daylight,rainy,False,False,evening,True,False,1,0.23,180,15.3,1.36,0,0,0,1,1,medium,medium
315196,urban,3,0.6,70,daylight,clear,False,True,afternoon,True,True,1,0.44,210,42.0,1.7999999999999998,1,1,0,1,1,high,medium
42341,highway,1,0.27,25,daylight,clear,False,True,evening,False,False,1,0.06,25,6.75,0.27,0,0,1,1,0,low,low
494989,rural,4,0.35,35,dim,rainy,True,True,morning,True,False,2,0.22,140,12.25,1.4,0,0,0,0,1,low,medium
260095,rural,4,0.47,35,night,foggy,False,False,afternoon,False,False,0,0.37,140,16.45,1.88,0,0,0,1,0,low,medium
37050,highway,2,0.1,35,dim,foggy,True,True,evening,True,False,2,0.16,70,3.5,0.2,0,0,1,0,1,low,low
207797,urban,4,0.8,70,daylight,foggy,False,True,morning,False,True,1,0.53,280,56.0,3.2,1,1,0,1,0,high,high
500638,highway,2,0.28,35,night,clear,True,False,evening,True,True,1,0.17,70,9.8,0.56,0,0,1,0,1,low,low
150066,rural,3,0.58,70,night,clear,False,False,morning,True,False,1,0.58,210,40.599999999999994,1.7399999999999998,1,1,0,1,1,high,medium
404650,highway,3,0.84,70,dim,foggy,True,True,evening,False,True,3,0.67,210,58.8,2.52,1,1,0,0,0,high,high
492378,urban,1,0.86,25,dim,rainy,True,True,evening,True,False,0,0.4,25,21.5,0.86,0,1,1,0,1,low,high
164686,highway,2,0.1,45,dim,clear,True,False,afternoon,False,False,1,0.02,90,4.5,0.2,0,0,1,0,0,medium,low
386770,rural,3,0.07,60,night,clear,True,False,afternoon,False,True,2,0.35,180,4.2,0.21000000000000002,1,0,0,0,0,medium,low
241020,highway,2,0.51,35,daylight,foggy,True,False,afternoon,False,False,2,0.3,70,17.85,1.02,0,0,1,0,0,low,medium
104852,rural,4,0.31,45,daylight,clear,True,True,morning,True,True,2,0.18,180,13.95,1.24,0,0,0,0,1,medium,medium
53275,rural,1,0.23,25,dim,clear,True,False,afternoon,True,True,1,0.06,25,5.75,0.23,0,0,1,0,1,low,low
93241,urban,2,0.54,70,daylight,rainy,True,True,morning,True,True,0,0.4,140,37.800000000000004,1.08,1,1,1,0,1,high,medium
426733,rural,1,0.71,70,night,clear,True,False,evening,False,True,0,0.61,70,49.699999999999996,0.71,1,1,1,0,0,high,high
59230,rural,4,1.0,70,night,foggy,False,True,afternoon,False,True,1,0.76,280,70.0,4.0,1,1,0,1,0,high,high
408847,urban,3,0.83,35,night,foggy,False,True,morning,True,False,2,0.51,105,29.049999999999997,2.4899999999999998,0,1,0,1,1,low,high
279620,highway,2,0.39,60,night,clear,False,False,evening,False,False,2,0.62,120,23.400000000000002,0.78,1,0,1,1,0,medium,medium
235413,highway,2,0.6,25,dim,foggy,False,True,evening,True,True,1,0.32,50,15.0,1.2,0,1,1,1,1,low,medium
134244,urban,2,0.52,45,dim,rainy,False,True,morning,False,True,1,0.26,90,23.400000000000002,1.04,0,0,1,1,0,medium,medium
448258,rural,2,0.04,70,daylight,foggy,False,True,morning,False,True,1,0.33,140,2.8000000000000003,0.08,1,0,1,1,0,high,low
358013,rural,4,0.92,35,daylight,foggy,True,False,afternoon,True,False,3,0.45,140,32.2,3.68,0,1,0,0,1,low,high
97199,highway,4,0.19,45,daylight,rainy,True,True,afternoon,True,True,1,0.12,180,8.55,0.76,0,0,0,0,1,medium,low
433641,rural,4,0.13,70,daylight,foggy,True,False,afternoon,False,True,1,0.38,280,9.1,0.52,1,0,0,0,0,high,low
156912,urban,2,0.25,25,night,clear,True,True,afternoon,True,True,2,0.35,50,6.25,0.5,0,0,1,0,1,low,low
27787,urban,4,0.2,25,dim,foggy,True,True,afternoon,True,True,0,0.21,100,5.0,0.8,0,0,0,0,1,low,low
262156,rural,1,0.58,60,night,rainy,True,True,morning,True,False,0,0.72,60,34.8,0.58,1,1,1,0,1,medium,medium
128800,urban,2,0.92,45,dim,foggy,True,True,morning,True,True,2,0.4,90,41.4,1.84,0,1,1,0,1,medium,high
428354,rural,3,0.1,25,daylight,clear,False,True,afternoon,True,True,0,0.02,75,2.5,0.30000000000000004,0,0,0,1,1,low,low
424923,highway,3,0.07,70,daylight,clear,False,True,evening,True,False,1,0.19,210,4.9,0.21000000000000002,1,0,0,1,1,high,low
391461,rural,3,0.43,45,dim,foggy,False,True,evening,False,False,2,0.33,135,19.35,1.29,0,0,0,1,0,medium,medium
64352,highway,1,0.59,25,night,foggy,False,False,afternoon,True,True,1,0.54,25,14.75,0.59,0,1,1,1,1,low,medium
419047,urban,3,0.03,70,dim,rainy,True,False,afternoon,False,True,2,0.28,210,2.1,0.09,1,0,0,0,0,high,low
260608,urban,3,0.65,60,daylight,foggy,False,True,afternoon,True,True,1,0.58,180,39.0,1.9500000000000002,1,1,0,1,1,medium,high
222993,rural,3,0.03,45,night,rainy,False,False,afternoon,True,False,2,0.29,135,1.3499999999999999,0.09,0,0,0,1,1,medium,low
396112,rural,2,0.14,70,daylight,foggy,False,True,afternoon,True,False,2,0.33,140,9.8,0.28,1,0,1,1,1,high,low
6849,highway,4,0.3,35,daylight,rainy,True,False,morning,True,False,1,0.27,140,10.5,1.2,0,0,0,0,1,low,low
17278,rural,1,0.65,60,night,foggy,False,False,evening,True,True,2,0.75,60,39.0,0.65,1,1,1,1,1,medium,high
414447,rural,1,0.32,35,daylight,foggy,True,True,afternoon,False,False,2,0.16,35,11.200000000000001,0.32,0,0,1,0,0,low,medium
6936,highway,2,0.65,35,night,rainy,False,True,morning,True,True,1,0.49,70,22.75,1.3,0,1,1,1,1,low,high
319473,urban,2,0.89,35,dim,foggy,True,False,afternoon,True,True,1,0.38,70,31.150000000000002,1.78,0,1,1,0,1,low,high
209295,urban,3,0.58,70,night,foggy,False,True,afternoon,True,True,2,0.76,210,40.599999999999994,1.7399999999999998,1,1,0,1,1,high,medium
316040,highway,4,0.7,45,daylight,rainy,True,True,afternoon,False,False,3,0.4,180,31.499999999999996,2.8,0,1,0,0,0,medium,high
116919,rural,3,0.45,25,daylight,clear,True,False,morning,False,False,1,0.19,75,11.25,1.35,0,0,0,0,0,low,medium
437024,highway,1,0.69,35,dim,foggy,False,True,morning,False,True,1,0.38,35,24.15,0.69,0,1,1,1,0,low,high
134822,rural,4,0.27,45,daylight,foggy,False,True,morning,True,False,2,0.22,180,12.15,1.08,0,0,0,1,1,medium,low
87828,rural,2,0.34,70,daylight,foggy,False,False,afternoon,False,True,1,0.43,140,23.8,0.68,1,0,1,1,0,high,medium
384748,rural,4,0.45,60,dim,clear,False,False,afternoon,True,False,0,0.3,240,27.0,1.8,1,0,0,1,1,medium,medium
284904,urban,2,0.71,70,daylight,rainy,False,True,evening,True,False,3,0.6,140,49.699999999999996,1.42,1,1,1,1,1,high,high
124815,urban,4,0.07,45,night,clear,False,False,evening,True,True,1,0.3,180,3.1500000000000004,0.28,0,0,0,1,1,medium,low
135543,rural,1,0.48,35,dim,foggy,False,False,afternoon,False,True,1,0.25,35,16.8,0.48,0,0,1,1,0,low,medium
330097,rural,2,0.61,35,daylight,foggy,False,True,evening,False,True,0,0.41,70,21.349999999999998,1.22,0,1,1,1,0,low,high
364609,highway,2,0.54,60,dim,clear,True,True,evening,True,True,1,0.25,120,32.400000000000006,1.08,1,1,1,0,1,medium,medium
343837,highway,4,0.75,25,daylight,foggy,False,True,evening,False,False,1,0.28,100,18.75,3.0,0,1,0,1,0,low,high
309660,highway,1,0.14,45,night,clear,True,False,afternoon,True,True,0,0.31,45,6.300000000000001,0.14,0,0,1,0,1,medium,low
17623,urban,3,0.12,35,night,rainy,False,False,evening,False,True,1,0.45,105,4.2,0.36,0,0,0,1,0,low,low
137498,rural,2,0.49,70,dim,rainy,True,False,afternoon,False,False,0,0.49,140,34.3,0.98,1,0,1,0,0,high,medium
411889,highway,3,0.17,45,dim,clear,False,False,morning,False,False,2,0.04,135,7.65,0.51,0,0,0,1,0,medium,low
422937,rural,2,0.52,70,daylight,clear,True,True,morning,False,False,1,0.26,140,36.4,1.04,1,0,1,0,0,high,medium
179195,rural,1,0.32,35,daylight,foggy,False,False,evening,False,False,2,0.23,35,11.200000000000001,0.32,0,0,1,1,0,low,medium
148465,highway,1,0.27,45,night,rainy,False,False,afternoon,False,True,1,0.4,45,12.15,0.27,0,0,1,1,0,medium,low
141275,urban,3,0.88,25,dim,foggy,False,False,morning,False,False,3,0.41,75,22.0,2.64,0,1,0,1,0,low,high
16235,rural,4,0.97,45,daylight,foggy,False,True,morning,True,False,2,0.34,180,43.65,3.88,0,1,0,1,1,medium,high
53329,highway,1,0.66,45,dim,foggy,False,False,morning,False,True,2,0.35,45,29.700000000000003,0.66,0,1,1,1,0,medium,high
457757,highway,3,0.6,70,daylight,clear,True,True,morning,False,True,2,0.34,210,42.0,1.7999999999999998,1,1,0,0,0,high,medium
185100,urban,1,0.73,45,dim,rainy,False,True,morning,True,True,2,0.39,45,32.85,0.73,0,1,1,1,1,medium,high
94504,urban,3,0.51,45,daylight,rainy,True,True,evening,False,False,1,0.3,135,22.95,1.53,0,0,0,0,0,medium,medium
467774,rural,4,0.91,60,daylight,clear,True,False,morning,True,False,1,0.52,240,54.6,3.64,1,1,0,0,1,medium,high
113853,urban,2,0.83,60,daylight,rainy,True,True,evening,True,False,1,0.54,120,49.8,1.66,1,1,1,0,1,medium,high
58061,highway,2,0.54,35,daylight,foggy,False,False,evening,True,False,1,0.23,70,18.900000000000002,1.08,0,1,1,1,1,low,medium
477685,highway,4,0.78,70,dim,foggy,False,True,evening,False,False,2,0.57,280,54.6,3.12,1,1,0,1,0,high,high
256322,rural,1,0.32,60,daylight,rainy,False,True,evening,True,True,1,0.37,60,19.2,0.32,1,0,1,1,1,medium,medium
406405,rural,2,0.8,25,daylight,clear,True,False,morning,False,True,1,0.27,50,20.0,1.6,0,1,1,0,0,low,high
472459,rural,4,0.18,25,night,foggy,False,False,morning,True,False,1,0.31,100,4.5,0.72,0,0,0,1,1,low,low
316345,highway,2,0.17,35,dim,foggy,True,False,morning,False,False,1,0.12,70,5.95,0.34,0,0,1,0,0,low,low
251848,highway,4,0.42,70,night,clear,False,False,morning,True,False,2,0.45,280,29.4,1.68,1,0,0,1,1,high,medium
182977,rural,2,0.12,25,dim,clear,False,False,evening,False,True,1,0.12,50,3.0,0.24,0,0,1,1,0,low,low
305634,rural,4,0.01,60,dim,clear,False,False,afternoon,False,False,1,0.16,240,0.6,0.04,1,0,0,1,0,medium,low
235820,rural,4,0.54,45,dim,clear,False,False,evening,True,False,1,0.13,180,24.3,2.16,0,1,0,1,1,medium,medium
292360,rural,3,0.67,70,daylight,foggy,False,True,morning,True,False,2,0.49,210,46.900000000000006,2.0100000000000002,1,1,0,1,1,high,high
222132,rural,4,0.36,25,daylight,clear,True,False,morning,False,True,0,0.06,100,9.0,1.44,0,0,0,0,0,low,medium
394824,highway,2,0.4,60,night,clear,False,True,morning,True,True,2,0.63,120,24.0,0.8,1,0,1,1,1,medium,medium
399607,highway,2,0.57,45,dim,rainy,True,False,evening,True,False,2,0.28,90,25.65,1.14,0,1,1,0,1,medium,medium
180571,highway,4,0.24,25,daylight,rainy,True,False,morning,False,False,0,0.18,100,6.0,0.96,0,0,0,0,0,low,low
277844,urban,3,0.55,45,night,foggy,True,False,afternoon,False,True,1,0.36,135,24.750000000000004,1.6500000000000001,0,1,0,0,0,medium,medium
319853,rural,4,0.16,35,daylight,foggy,False,True,evening,False,False,0,0.12,140,5.6000000000000005,0.64,0,0,0,1,0,low,low
465935,rural,4,0.56,35,daylight,rainy,True,True,afternoon,True,True,2,0.3,140,19.6,2.24,0,1,0,0,1,low,medium
491362,rural,1,0.53,45,daylight,clear,True,False,afternoon,False,False,2,0.15,45,23.85,0.53,0,1,1,0,0,medium,medium
505279,urban,2,0.41,45,night,foggy,True,True,afternoon,True,False,1,0.46,90,18.45,0.82,0,0,1,0,1,medium,medium
467064,highway,1,0.53,60,dim,rainy,True,False,evening,True,True,1,0.39,60,31.8,0.53,1,1,1,0,1,medium,medium
240715,urban,1,0.73,70,dim,clear,False,True,afternoon,True,False,2,0.34,70,51.1,0.73,1,1,1,1,1,high,high
97296,urban,1,0.19,45,daylight,foggy,False,True,morning,False,True,2,0.09,45,8.55,0.19,0,0,1,1,0,medium,low
6797,rural,4,0.79,70,dim,clear,True,False,afternoon,False,False,1,0.49,280,55.300000000000004,3.16,1,1,0,0,0,high,high
492839,rural,3,0.47,60,dim,rainy,False,False,evening,False,True,1,0.49,180,28.2,1.41,1,0,0,1,0,medium,medium
139057,urban,1,0.87,35,night,foggy,True,True,evening,False,True,0,0.62,35,30.45,0.87,0,1,1,0,0,low,high
438492,urban,1,0.65,25,dim,foggy,False,False,morning,True,True,1,0.35,25,16.25,0.65,0,1,1,1,1,low,high
367095,rural,2,0.68,60,dim,rainy,True,False,morning,False,False,1,0.48,120,40.800000000000004,1.36,1,1,1,0,0,medium,high
441605,urban,3,0.52,60,daylight,rainy,True,False,evening,False,True,1,0.48,180,31.200000000000003,1.56,1,0,0,0,0,medium,medium
501429,urban,2,0.14,70,dim,clear,True,True,afternoon,False,False,1,0.27,140,9.8,0.28,1,0,1,0,0,high,low
382184,urban,1,0.75,25,daylight,foggy,True,False,evening,False,False,0,0.41,25,18.75,0.75,0,1,1,0,0,low,high
6442,rural,1,0.99,70,night,clear,True,True,morning,True,True,1,0.68,70,69.3,0.99,1,1,1,0,1,high,high
146862,urban,4,0.85,45,dim,clear,True,False,afternoon,True,False,0,0.3,180,38.25,3.4,0,1,0,0,1,medium,high
337959,rural,3,0.03,60,dim,rainy,True,False,evening,True,False,0,0.27,180,1.7999999999999998,0.09,1,0,0,0,1,medium,low
299296,urban,4,0.81,60,night,foggy,True,True,afternoon,False,False,0,0.73,240,48.6,3.24,1,1,0,0,0,medium,high
506416,rural,3,0.54,45,night,rainy,True,True,morning,False,False,2,0.58,135,24.3,1.62,0,1,0,0,0,medium,medium
48090,urban,2,0.14,35,night,clear,False,False,evening,True,False,0,0.18,70,4.9,0.28,0,0,1,1,1,low,low
38945,urban,2,0.01,60,dim,foggy,False,False,morning,False,True,1,0.2,120,0.6,0.02,1,0,1,1,0,medium,low
1305,urban,3,0.25,25,night,rainy,True,True,morning,False,True,1,0.36,75,6.25,0.75,0,0,0,0,0,low,low
490124,urban,2,0.1,70,dim,clear,True,True,morning,False,False,1,0.27,140,7.0,0.2,1,0,1,0,0,high,low
191435,rural,2,0.26,35,dim,rainy,True,False,morning,False,True,2,0.12,70,9.1,0.52,0,0,1,0,0,low,low
323832,urban,2,0.52,25,night,rainy,False,False,evening,False,False,1,0.57,50,13.0,1.04,0,0,1,1,0,low,medium
403196,highway,4,0.59,35,dim,rainy,False,True,morning,True,True,1,0.34,140,20.65,2.36,0,1,0,1,1,low,medium
374354,urban,4,0.65,60,night,clear,True,True,afternoon,False,True,1,0.6,240,39.0,2.6,1,1,0,0,0,medium,high
215467,rural,3,0.72,25,dim,clear,True,False,afternoon,False,True,1,0.18,75,18.0,2.16,0,1,0,0,0,low,high
515084,urban,1,0.53,60,dim,clear,False,True,evening,False,True,1,0.43,60,31.8,0.53,1,1,1,1,0,medium,medium
504448,urban,2,0.97,35,daylight,clear,False,False,evening,False,True,0,0.3,70,33.949999999999996,1.94,0,1,1,1,0,low,high
344636,highway,1,0.79,35,night,clear,False,False,afternoon,True,False,0,0.45,35,27.650000000000002,0.79,0,1,1,1,1,low,high
106933,highway,3,0.44,70,dim,clear,True,False,afternoon,False,True,1,0.33,210,30.8,1.32,1,0,0,0,0,high,medium
485023,rural,1,0.07,25,night,rainy,False,False,afternoon,False,False,1,0.37,25,1.7500000000000002,0.07,0,0,1,1,0,low,low
402626,rural,4,0.92,25,dim,clear,False,False,morning,True,True,1,0.37,100,23.0,3.68,0,1,0,1,1,low,high
84813,urban,3,0.49,45,dim,clear,True,False,afternoon,True,True,2,0.19,135,22.05,1.47,0,0,0,0,1,medium,medium
189074,highway,4,0.0,25,night,clear,True,False,morning,True,True,2,0.21,100,0.0,0.0,0,0,0,0,1,low,low
285763,rural,1,0.7,45,daylight,clear,False,False,afternoon,True,False,2,0.21,45,31.499999999999996,0.7,0,1,1,1,1,medium,high
431510,urban,4,0.75,60,night,clear,False,True,afternoon,True,False,2,0.68,240,45.0,3.0,1,1,0,1,1,medium,high
226581,urban,2,0.91,35,dim,clear,False,False,afternoon,True,True,1,0.3,70,31.85,1.82,0,1,1,1,1,low,high
232507,rural,4,0.12,25,dim,rainy,True,True,morning,False,False,2,0.13,100,3.0,0.48,0,0,0,0,0,low,low
99554,urban,1,0.58,70,night,clear,True,False,evening,False,False,0,0.6,70,40.599999999999994,0.58,1,1,1,0,0,high,medium
9377,highway,2,0.27,35,daylight,rainy,False,False,evening,True,True,2,0.11,70,9.450000000000001,0.54,0,0,1,1,1,low,low
158044,urban,3,0.62,45,dim,clear,True,True,evening,True,True,2,0.29,135,27.9,1.8599999999999999,0,1,0,0,1,medium,high
258974,rural,4,0.12,35,dim,clear,False,True,morning,True,False,1,0.08,140,4.2,0.48,0,0,0,1,1,low,low
474335,highway,2,0.36,35,dim,foggy,False,False,afternoon,False,True,2,0.17,70,12.6,0.72,0,0,1,1,0,low,medium
318043,urban,2,0.42,45,daylight,clear,False,True,evening,False,False,1,0.17,90,18.9,0.84,0,0,1,1,0,medium,medium
291882,highway,2,0.39,70,daylight,foggy,False,True,evening,True,True,2,0.38,140,27.3,0.78,1,0,1,1,1,high,medium
16227,urban,4,0.56,45,dim,clear,True,True,afternoon,True,True,1,0.18,180,25.200000000000003,2.24,0,1,0,0,1,medium,medium
387824,highway,3,0.1,45,night,clear,False,True,evening,False,True,0,0.28,135,4.5,0.30000000000000004,0,0,0,1,0,medium,low
335295,urban,4,0.79,35,night,clear,False,True,evening,False,False,1,0.43,140,27.650000000000002,3.16,0,1,0,1,0,low,high
86606,highway,2,0.55,45,night,clear,False,False,evening,True,True,1,0.34,90,24.750000000000004,1.1,0,1,1,1,1,medium,medium
192988,urban,2,0.41,35,dim,rainy,False,True,morning,True,True,2,0.14,70,14.35,0.82,0,0,1,1,1,low,medium
441130,urban,2,0.58,70,night,clear,True,True,evening,True,True,1,0.62,140,40.599999999999994,1.16,1,1,1,0,1,high,medium
387993,urban,2,0.76,45,night,clear,True,True,evening,True,True,2,0.36,90,34.2,1.52,0,1,1,0,1,medium,high
70840,highway,1,0.24,70,night,clear,True,True,afternoon,False,True,2,0.35,70,16.8,0.24,1,0,1,0,0,high,low
512514,urban,1,0.38,35,daylight,foggy,False,False,evening,False,True,0,0.23,35,13.3,0.38,0,0,1,1,0,low,medium
114649,urban,2,0.7,35,dim,clear,True,True,morning,False,True,1,0.21,70,24.5,1.4,0,1,1,0,0,low,high
259290,rural,3,0.74,60,night,rainy,True,False,afternoon,False,False,0,0.66,180,44.4,2.2199999999999998,1,1,0,0,0,medium,high
216761,highway,3,0.67,70,dim,clear,False,True,afternoon,False,False,1,0.48,210,46.900000000000006,2.0100000000000002,1,1,0,1,0,high,high
232568,rural,3,0.17,35,night,clear,True,False,evening,False,False,1,0.19,105,5.95,0.51,0,0,0,0,0,low,low
79715,urban,1,0.69,60,night,clear,True,True,morning,True,False,1,0.6,60,41.4,0.69,1,1,1,0,1,medium,high
429429,highway,4,0.18,70,daylight,clear,False,False,afternoon,False,False,2,0.2,280,12.6,0.72,1,0,0,1,0,high,low
421647,rural,1,0.87,25,dim,clear,True,True,evening,False,True,0,0.25,25,21.75,0.87,0,1,1,0,0,low,high
234344,urban,1,0.51,25,daylight,foggy,False,False,afternoon,False,True,1,0.22,25,12.75,0.51,0,0,1,1,0,low,medium
82202,rural,3,0.03,25,dim,rainy,True,False,afternoon,True,False,2,0.19,75,0.75,0.09,0,0,0,0,1,low,low
390243,rural,2,0.21,60,dim,foggy,True,False,evening,False,False,0,0.4,120,12.6,0.42,1,0,1,0,0,medium,low
403107,highway,1,0.67,60,dim,clear,False,False,morning,False,False,2,0.48,60,40.2,0.67,1,1,1,1,0,medium,high
232983,rural,4,0.43,25,dim,foggy,True,True,evening,False,False,1,0.17,100,10.75,1.72,0,0,0,0,0,low,medium
6337,highway,1,0.4,60,dim,rainy,False,False,morning,True,True,1,0.4,60,24.0,0.4,1,0,1,1,1,medium,medium
30608,rural,3,0.36,25,dim,rainy,True,False,morning,True,False,1,0.25,75,9.0,1.08,0,0,0,0,1,low,medium
144079,rural,3,0.99,35,dim,clear,True,False,afternoon,False,False,3,0.42,105,34.65,2.9699999999999998,0,1,0,0,0,low,high
405392,highway,4,0.04,25,night,clear,False,True,morning,False,False,2,0.27,100,1.0,0.16,0,0,0,1,0,low,low
417486,rural,3,0.6,35,daylight,foggy,False,False,afternoon,True,False,3,0.45,105,21.0,1.7999999999999998,0,1,0,1,1,low,medium
379623,highway,3,0.87,35,dim,rainy,True,True,morning,False,False,1,0.41,105,30.45,2.61,0,1,0,0,0,low,high
107199,urban,4,0.56,25,night,foggy,False,True,morning,True,False,0,0.47,100,14.000000000000002,2.24,0,1,0,1,1,low,medium
514186,rural,2,0.56,25,daylight,rainy,True,False,afternoon,True,True,2,0.3,50,14.000000000000002,1.12,0,1,1,0,1,low,medium
171795,highway,3,0.78,25,daylight,rainy,False,False,afternoon,True,True,2,0.32,75,19.5,2.34,0,1,0,1,1,low,high
356758,urban,1,0.75,35,daylight,rainy,False,False,evening,True,True,3,0.41,35,26.25,0.75,0,1,1,1,1,low,high
335129,urban,3,0.53,45,night,rainy,False,True,evening,True,True,1,0.45,135,23.85,1.59,0,1,0,1,1,medium,medium
160683,highway,3,0.41,70,night,foggy,False,True,afternoon,False,False,1,0.71,210,28.7,1.23,1,0,0,1,0,high,medium
391115,rural,3,0.9,35,daylight,clear,False,False,evening,False,False,1,0.26,105,31.5,2.7,0,1,0,1,0,low,high
257659,urban,4,0.69,25,night,foggy,True,True,afternoon,True,False,2,0.5,100,17.25,2.76,0,1,0,0,1,low,high
53071,highway,2,0.92,35,daylight,rainy,True,True,morning,False,True,3,0.52,70,32.2,1.84,0,1,1,0,0,low,high
319105,highway,2,0.45,60,dim,clear,False,False,afternoon,True,True,0,0.29,120,27.0,0.9,1,0,1,1,1,medium,medium
415489,highway,2,0.52,45,dim,clear,False,True,afternoon,False,True,2,0.15,90,23.400000000000002,1.04,0,0,1,1,0,medium,medium
289912,highway,4,0.17,35,night,foggy,True,False,afternoon,False,True,2,0.36,140,5.95,0.68,0,0,0,0,0,low,low
340855,highway,4,0.18,35,daylight,clear,True,False,morning,False,True,2,0.06,140,6.3,0.72,0,0,0,0,0,low,low
499213,rural,2,0.24,45,dim,foggy,False,False,afternoon,True,False,1,0.14,90,10.799999999999999,0.48,0,0,1,1,1,medium,low
335175,urban,3,0.6,35,dim,rainy,False,False,afternoon,True,True,1,0.28,105,21.0,1.7999999999999998,0,1,0,1,1,low,medium
514440,rural,2,0.37,35,dim,rainy,True,True,evening,False,False,1,0.26,70,12.95,0.74,0,0,1,0,0,low,medium
199744,highway,2,0.01,70,dim,rainy,True,True,evening,False,True,1,0.32,140,0.7000000000000001,0.02,1,0,1,0,0,high,low
487288,urban,1,0.72,60,daylight,clear,True,False,afternoon,True,True,1,0.4,60,43.199999999999996,0.72,1,1,1,0,1,medium,high
458797,highway,2,0.07,45,daylight,clear,False,True,afternoon,False,True,2,0.02,90,3.1500000000000004,0.14,0,0,1,1,0,medium,low
70683,rural,4,0.91,35,daylight,rainy,False,True,afternoon,False,True,1,0.3,140,31.85,3.64,0,1,0,1,0,low,high
460276,highway,2,0.03,70,daylight,rainy,True,False,morning,False,False,2,0.34,140,2.1,0.06,1,0,1,0,0,high,low
101588,rural,4,0.25,35,dim,rainy,True,True,afternoon,False,True,1,0.14,140,8.75,1.0,0,0,0,0,0,low,low
362737,urban,4,0.83,35,dim,rainy,True,True,morning,True,False,2,0.4,140,29.049999999999997,3.32,0,1,0,0,1,low,high
406098,urban,2,0.58,25,dim,rainy,False,True,evening,False,True,1,0.3,50,14.499999999999998,1.16,0,1,1,1,0,low,medium
332902,highway,2,0.56,35,dim,clear,True,False,afternoon,True,True,2,0.18,70,19.6,1.12,0,1,1,0,1,low,medium
